x	y
2.1356783919598	0.561122193883994
2.18592964824121	0.778288427059924
2.23618090452261	1.00050503775157
2.28643216080402	1.22777202595894
2.33668341708543	1.46008939168203
2.38693467336683	1.69745713492084
2.43718592964824	1.93987525567536
2.48743718592965	2.18734375394561
2.53768844221106	2.43986262973157
2.58793969849246	2.69743188303326
2.63819095477387	2.96005151385066
2.68844221105528	3.22772152218378
2.73869346733668	3.50044190803263
2.78894472361809	3.77821267139719
2.8391959798995	4.06103381227747
2.8894472361809	4.34890533067347
2.93969849246231	4.64182722658519
2.98994974874372	4.93979950001263
3.04020100502513	5.24282215095579
3.09045226130653	5.55089517941466
3.14070351758794	5.86401858538926
3.19095477386935	6.18219236887958
3.24120603015076	6.50541652988562
3.29145728643216	6.83369106840737
3.34170854271357	7.16701598444485
3.39195979899498	7.50539127799803
3.44221105527638	7.84881694906695
3.49246231155779	8.19729299765158
3.5427135678392	8.55081942375193
3.5929648241206	8.909396227368
3.64321608040201	9.27302340849979
3.69346733668342	9.6417009671473
3.74371859296483	10.0154289033105
3.79396984924623	10.3942072169895
3.84422110552764	10.7780359081841
3.89447236180905	11.1669149768945
3.94472361809045	11.5608444231206
3.99497487437186	11.9598242468625
4.04522613065327	12.36385444812
4.09547738693467	12.7729350268933
4.14572864321608	13.1870659831823
4.19597989949749	13.6062473169869
4.2462311557789	14.0304790283074
4.2964824120603	14.4597611171435
4.34673366834171	14.8940935834954
4.39698492462312	15.3334764273629
4.44723618090452	15.7779096487463
4.49748743718593	16.2273932476453
4.54773869346734	16.68192722406
4.59798994974874	17.1415115779905
4.64824120603015	17.6061463094366
4.69849246231156	18.0758314183985
4.74874371859297	18.5505669048762
4.79899497487437	19.0303527688695
4.84924623115578	19.5151890103785
4.89949748743719	20.0050756294033
4.94974874371859	20.5000126259438
5	21
